name;category;year_published;designer;min_age;average_rating;users_rated;min_players;max_players;publisher
The Dinosaur Game: Survival or Extinction;Children's Game;1995;John Latz;10;4.93137;51;2;16;Latz Chance Games
Ice Cream;Children's Game;2005;Joe Huber (I);6;5.49813;240;3;5;Face2Face Games
Futurisiko;Modern Warfare;1992;Spartaco Albertarelli;10;5.54709;172;3;6;Editrice Giochi
Deadlands: The Great Rail Wars;American West;1997;Shane Lacy Hensley;10;6.74028;72;2;6;Pinnacle Entertainment Group
Space Station Assault;Card Game;2004;Darwin Kastle;10;5.69063;144;2;2;Your Move Games
Tanz der Hornochsen!;Animals;2004;Wolfgang Kramer;8;6.54336;639;2;8;AMIGO Spiel + Freizeit GmbH
Animal Olympics;Animals;1989;Heinz Meister;7;5.85943;53;2;4;Ravensburger Spieleverlag GmbH
Age of Gods;Bluffing;2004;Croc;12;6.32598;657;3;6;Asmodee
Kablamo;Fighting;2004;Christoffer Krämer;12;5.2904;276;2;5;Gigantoskop
Yundao;Abstract Strategy;2004;Reiner Knizia;10;5.07197;66;2;5;Tactic
Austerlitz 1805: Partie Sud;Napoleonic;2004;Frédéric Bey;12;7.41228;57;2;2;Vae Victis
The Conquerors: Alexander the Great;Ancient;2006;Richard H. Berg;12;6.1041;161;1;2;GMT Games
The Three Days of Gettysburg (third edition);American Civil War;2004;Richard H. Berg;12;7.41601;153;1;6;GMT Games
Frantic Frankfurt;Card Game;2004;Günter Burkhardt;8;5.04197;193;2;4;Kronberger Spiele
Sorry! Card Revenge;Card Game;2004;(Uncredited);6;5.84682;66;2;4;Hasbro
Sicilianos;Card Game;2004;Czarnè;11;5.14444;90;3;6;Zoch Verlag
Election USA;Political;2004;Martin Wallace;12;5.05529;70;3;5;Mongoose Publishing
Tim Burton's The Nightmare Before Christmas Game;Dice;2004;(Uncredited);8;4.08596;57;2;6;NECA
A Call to Arms: Babylon 5 Space Combat;Miniatures;2004;Matthew Sprange;12;6.63514;138;2;8;Mongoose Publishing
Vampire: Prince of the City;Bluffing;2006;Mike Nudd;12;6.38643;571;2;5;White Wolf Publishing (White Wolf)
Obscura Tempora;Card Game;2005;Andrea Angiolino;10;5.4557;114;2;6;Rose & Poison
Space Shuffle;Card Game;2004;Chris Bayliss;8;5.19811;53;2;5;Playroom Entertainment
Bell-Bottomed Badassses on the Mean Streets of Funk;Card Game;2004;Stephen Tassie;13;5.91092;212;2;6;Z-Man Games
Dicke Dämonen;Abstract Strategy;2004;Heinrich Glumpler;10;6.52277;101;1;4;Edition Erlkönig
Imagem & Ação 2;Dice;2002;(Uncredited);8;6.784;100;4;16;Grow Jogos e Brinquedos
Clan War;Fantasy;1998;Dave Williams (II);12;6.46667;66;2;2;Alderac Entertainment Group (AEG)
O'Connor's Offensive;Wargame;1985;Vance von Borries;12;6.7377;61;2;2;3W (World Wide Wargames)
Warlord;Fantasy;2004;Ed Pugh;12;7.06967;61;2;8;Reaper Miniatures
Ligretto 2;Card Game;2004;(Uncredited);8;5.53227;141;2;2;Schmidt Spiele
Clash of Giants II;Wargame;2006;Ted Raicer;12;7.2443;272;1;2;GMT Games
Flandern 1302;Medieval;2004;Wolfgang Panning;8;5.95132;484;2;4;Queen Games
Under the Shadow of the Dragon;Adventure;2004;Lutz Stepponat;10;6.52319;618;2;2;Pegasus Spiele
Trivial Pursuit: SNL DVD Edition;Electronic;2003;(Uncredited);14;4.55124;121;2;6;Hasbro
The Lord of the Rings: The Return of the King;Adventure;2004;Terry Miller Associates;8;3.75813;112;2;6;RoseArt
Monopoly: 1935 Commemorative Edition;Economic;1985;Charles Darrow;8;5.31548;84;2;10;Parker Brothers
Metallurgie;Abstract Strategy;2004;Maik Hennebach;10;5.66674;92;2;4;Argentum Verlag
Carthage: The First Punic War;Ancient;2005;Richard H. Berg;12;7.3349;263;2;2;GMT Games
Jenseits von Theben;Exploration;2004;Peter Prinz;10;7.18832;522;2;4;Prinz Spiele
The Princess and the Pea;Action / Dexterity;2004;Liesbeth Bos;3;5.25828;118;1;4;HABA - Habermaaß GmbH
1829 Mainline;Trains;2005;Francis Tresham;0;6.7528;125;1;7;Tresham Games
Chinagold;Abstract Strategy;2004;Günter Cornett;8;5.99984;188;2;2;Bambus Spieleverlag
Im Auftrag des Königs;Card Game;2004;Lorenz Kutschke;12;6.09321;262;2;4;Adlung-Spiele
World in War: Combined Arms 1939-1945;Miniatures;2004;Jonas Jepson;12;6.58358;137;2;4;Speltjanst
Team Work Original;Card Game;2004;Michael Andersch;10;6.16141;184;4;16;Adlung-Spiele
Akaba;Action / Dexterity;2004;Guido Hoffmann;5;6.48947;228;2;4;HABA - Habermaaß GmbH
Der Prestel Schlossgarten;NA;2004;Ulf Siebert;9;5.58028;71;2;4;Prestel Verlag
Sharur: Evolutions;Fantasy;2004;Emmanuel Beltrando;12;4.63559;59;3;6;Asmodee
Casanova;Bluffing;2004;Niek Neuwahl;10;4.73881;67;2;4;Kidultgame
Project Pornstar;Card Game;2004;Michael Greiss;18;5.43852;122;2;5;Papergames (I)
Druids;Fantasy;2004;Leo Colovini;10;4.69722;72;2;4;Kidultgame
Party Animals;Animals;2004;Chris Childs;10;5.90056;90;3;5;999 Games
Bughouse Chess;Abstract Strategy;1960;(Uncredited);10;7.37475;289;4;4;(Public Domain)
¥€$;Economic;2004;Armstrong;8;4.21059;85;2;6;Ravensburger Spieleverlag GmbH
PitchCar Mini;Action / Dexterity;2003;Jean du Poël;6;6.97606;1694;2;8;Ferti
Harry Potter and the Sorcerer's Stone   Mystery at Hogwarts Game;Children's Game;2000;(Uncredited);8;5.41843;293;2;6;Mattel
Kinder Bunnies: Their First Adventure;Card Game;2005;Jeffrey Neil Bellinger;5;5.92537;224;2;5;Playroom Entertainment
Nomic;Game System;1982;Peter Suber;0;6.94262;61;2;99;(Self-Published)
Sergeants! On the Eastern Front;Wargame;2004;S. Craig Taylor;12;6.04936;78;2;2;Lost Battalion Games
Outburst Remix!;Memory;2004;Brian Hersch;18;6.39784;116;4;10;Mattel
Men of Iron;Medieval;2005;Richard H. Berg;12;6.84147;486;2;2;GMT Games
The Price of Freedom: The American Civil War 1861-1865;American Civil War;2008;Renaud Verlaque;12;6.40575;174;2;2;Compass Games
Camelot;Real-time;2005;Tom Jolly;10;5.25304;115;3;6;Wingnut Games
Slow Freight;Trains;2004;Alan R. Moon;10;5.38281;64;2;4;Funagain
Backpacker;Card Game;2004;(Uncredited);10;5.6093;129;2;6;Wild Card Games (Board Game)
Sword & Skull;Adventure;2005;Mike Elliott;10;5.46469;706;2;5;Avalon Hill (Hasbro)
Draw Out;Deduction;2000;Jussi Wallenius;10;4.94828;87;3;6;Tactic
Ekonos;Economic;2004;Victor Catala;0;6.70463;108;2;6;Ludic
Retro: Tactical WWII Wargame Variant Rules;Expansion for Base-game;2001;Gary Graber;12;7.57091;55;1;2;Minden Games
Partners;Card Game;1998;Thomas Bisgaard;12;5.77151;93;2;4;danspil
Coloretto Amazonas;Animals;2005;Michael Schacht;8;5.79832;451;2;4;ABACUSSPIELE
Disney Magic Kingdom Game;Children's Game;2004;(Uncredited);6;5.49902;102;2;5;Parker Brothers
King Arthur: The Card Game;Card Game;2005;Reiner Knizia;8;6.11004;470;2;5;Ravensburger Spieleverlag GmbH
Die Insel;Adventure;2005;Reiner Knizia;10;6.72625;80;2;4;Ravensburger Spieleverlag GmbH
Trivial Pursuit: Book Lover's Edition;Party Game;2004;(Uncredited);12;4.43913;92;2;4;Parker Brothers
Law & Order Game;Card Game;2004;(Uncredited);13;2.3394;50;2;4;Cardinal
The Devil's Cauldron: The Battles for Arnhem and Nijmegen;Wargame;2008;Adam Starkweather;12;8.17814;370;2;4;Multi-Man Publishing
Eye To Eye;Party Game;2004;Aaron Weissblum;12;6.49524;143;3;6;SimplyFun
Linkity;Word Game;2004;Chris Handy;8;5.45932;59;3;8;SimplyFun
TATATA!;Aviation / Flight;2005;Angelo Porazzi;10;5.9624;129;2;8;Angelo Porazzi Games
Kokkelimonke Jubileum;Bluffing;2003;(Uncredited);12;6.21553;103;3;8;Tactic
Kreta;Medieval;2005;Stefan Dorra;11;6.90919;1253;2;4;Goldsieber Spiele
Knowing Me Knowing You;Party Game;2003;(Uncredited);12;5.18717;53;2;6;Parker Brothers
Triumph of Chaos;Civil War;2005;David Dockter;12;7.53577;313;2;2;Clash of Arms Games
Bonaparte at Marengo;Napoleonic;2005;Bowen Simmons;12;7.4051;846;2;2;Simmons Games
Fantomen;Adventure;1984;Dan Glimne;8;4.75;56;2;4;Alga
San Ta Si;Abstract Strategy;2005;Jacques Zeimet;10;6.29744;156;2;2;Zoch Verlag
1825 Unit 3;Trains;2004;Francis Tresham;14;7.56883;154;2;2;Tresham Games
1825 Unit 2;Trains;2000;Francis Tresham;12;7.52544;171;2;4;Tresham Games
Star Wars Electronic Galactic Battle;Children's Game;1997;(Uncredited);5;5.54667;90;1;2;Tiger Electronics
Champions of the Galaxy;Card Game;1986;Tom Filsinger;10;8.14035;57;1;4;Filsinger Games
Up And Down;Animals;2005;Gunter Baars;5;6.27117;111;2;6;Ravensburger Spieleverlag GmbH
Labyrinth Treasure Hunt;Action / Dexterity;2005;Gunter Baars;7;5.37034;177;2;6;Ravensburger Spieleverlag GmbH
König Salomons Schatzkammer;Adventure;2005;Alessandro Saragosa;8;6.57515;167;2;5;Clementoni
Rivoli 1797;Napoleonic;1997;Jose Luis Arcon Dominguez;13;8.02745;51;2;2;SIMTAC
Montanara;Card Game;2005;Jog Kung;10;5.65185;54;2;2;ABACUSSPIELE
Hasch mich!;Action / Dexterity;2003;(Uncredited);4;5.84419;86;2;7;HABA - Habermaaß GmbH
Loot;Humor;1993;(Uncredited);0;6.29323;65;2;8;Pearltime Games Ltd
Roma;Ancient;2005;Stefan Feld;8;6.82064;4040;2;2;Queen Games
Inka;Exploration;2005;Harald Lieske;8;5.4277;559;2;4;Queen Games
Architekton;Abstract Strategy;2005;Michael Schacht;8;5.57956;918;2;2;Queen Games
Highland Clans;Territory Building;2005;Ralf Burkert;8;5.63987;316;3;5;Queen Games
The Battle of Five Armies;Fantasy;2005;Rick Priestley;10;7.01324;102;2;2;Games Workshop Ltd.
UNO: H2O;Card Game;2004;Merle Robbins;7;6.00738;301;2;10;Mattel
Second World War at Sea: Strike South;Nautical;2005;Brian L. Knipple;12;7.07029;69;2;2;Avalanche Press Ltd.
Kaboodl;Card Game;2004;Janice Ritter;7;4.97215;79;2;6;Mattel
Dividends;Economic;2005;Nikki Lim;12;5.4953;101;2;12;Fun Factory Games
Gelb gewinnt!;Card Game;2005;(Uncredited);7;4.7871;93;2;8;KOSMOS
Batman Begins: Shadow Assault;Comic Book / Strip;2005;Brian Yu;8;4.31905;84;2;5;Mattel
Ars Mysteriorum;Fantasy;2005;Alan D. Ernstein;10;6.39064;150;3;5;Hangman Games
DaVinci's Challenge;Abstract Strategy;2004;Paul Micarelli;8;5.60234;519;2;4;Briarpatch
Forbidden;Card Game;2005;Phil Orbanes Sr.;10;6.11769;65;2;4;Winning Moves Games (USA)
The Little Orchard;Children's Game;2004;Vera Baumeister;3;6.55403;238;1;4;HABA - Habermaaß GmbH
Control Nut!;Animals;2005;James Miller;10;6.25606;215;2;4;(Self-Published)
Monkey Arena;Animals;2005;Ben Shanks;10;4.79517;89;2;8;3am Games
Animal Upon Animal;Action / Dexterity;2005;Klaus Miltenberger;4;6.88987;4493;2;4;HABA - Habermaaß GmbH
History of the Roman Empire;Ancient;2008;Marco Broglia;12;6.42734;203;2;4;Udo Grebe Gamedesign
Pax Romana;Ancient;2006;Richard H. Berg;12;7.31104;531;2;4;GMT Games
The Burning Blue;Aviation / Flight;2006;Lee Brimmicombe-Wood;12;7.6251;308;2;2;GMT Games
Prussia's Glory II;Age of Reason;2005;Bob Kalinowski;12;6.96059;119;1;2;GMT Games
Manoeuvre;Napoleonic;2008;Jeff Horger;10;7.29745;2013;2;2;GMT Games
Savannah;Age of Reason;2005;Mark Miklos;12;6.77037;108;2;3;GMT Games
Silent War;Nautical;2005;Brien J. Miller;12;7.3791;540;1;2;Compass Games
Lobositz: First Battle of the Seven Years War;Age of Reason;2005;Paul Dangel;12;7.86632;95;1;2;Clash of Arms Games
Under the Lily Banners;Pike and Shot;2005;Ben Hull;12;7.67726;270;2;2;GMT Games
Inquisitor;Miniatures;2001;Gavin Thorpe;10;5.7746;124;2;2;Games Workshop Ltd.
Family Fluxx;Card Game;2005;Andrew Looney;6;5.73883;655;2;6;Looney Labs
Sin City;Mature / Adult;2005;Jonathan Moriarity;11;4.79194;62;2;6;NECA
Castle Keep;Children's Game;2005;Richard D. Reece;8;5.69284;652;1;4;Gamewright
Hex Hex Next;Card Game;2005;Curt Covert;12;6.35274;201;3;6;Smirk & Dagger Games
Aargh!;Children's Game;2005;Aaron Weissblum;3;6.04091;55;2;4;SimplyFun
War in the Desert;Wargame;1997;John Astell;12;7.47135;89;1;2;Games Research/Design (GR/D)
Die Dolmengötter;Abstract Strategy;2005;Thomas Odenhoven;10;6.55872;415;2;5;eggertspiele
Postcard from the Revolution;American Revolutionary War;2004;Mike DeSanto;12;5.99516;62;2;2;(Web published)
Bunco Party;Dice;2004;(Uncredited);8;3.18459;94;2;12;Fundex
Run for your Life, Candyman!;Humor;2005;Curt Covert;12;5.46722;365;2;6;Smirk & Dagger Games
Castle Merchants;Transportation;2005;Jerry Dziuba;10;5.83058;331;2;4;Z-Man Games
Island Of D;Adventure;2005;Jack Darwid;7;6.23729;118;1;1;Jack Darwid Games
Hide & Seek Safari;Animals;2005;(Uncredited);4;5.55091;55;2;2;R&R Games
SeaSim;Animals;2004;Corné van Moorsel;10;6.01912;170;2;2;Cwali
Battle Beyond Space;Science Fiction;2012;Frank Branham;13;6.38149;275;3;4;Z-Man Games
Wacht Am Rhein;Wargame;2005;Joe Youst;12;7.26863;102;1;4;Decision Games (I)
Zimbbos!;Action / Dexterity;2004;Thierry Denoual;3;5.42424;66;1;4;Blue Orange Games
Scavenger Hunt;Animals;2005;Gunnar Hultgren;9;5.71892;65;2;6;Goodman Games
Children of Fire;Political;2005;Erich Wambach;12;5.72453;53;2;5;BlindLuck Studios
Les Fils de Samarande;Arabian;2005;Bruno Cathala;10;6.19375;80;2;5;Asmodee
Warmaster Ancients;Ancient;2005;Rick Priestley;12;7.12913;103;2;99;Warhammer Historical Wargames Ltd
Lightning: War on Terror;Card Game;2005;Dan Verssen;12;4.88578;58;2;4;Decision Games (I)
Ludus Gladiatorius;Ancient;2005;Doug Cowie;10;6.10797;69;2;5;em4miniatures
Gustav Adolf the Great: With God and Victorious Arms;Pike and Shot;2006;Ben Hull;12;7.80409;220;2;2;GMT Games
Onward, Christian Soldiers;Medieval;2006;Richard H. Berg;12;6.59604;231;1;7;GMT Games
Unhappy King Charles!;Civil War;2008;Charles Vasey;0;7.66619;624;2;2;GMT Games
Shabadabada;Music;2002;Sylvie Barc;8;5.72621;103;4;16;La Haute Roche
The Mediterranean;Wargame;2005;Rob Beyma;12;6.97059;51;1;1;Clash of Arms Games
Hornet Leader II;Aviation / Flight;2005;Dan Verssen;12;7.33785;107;1;1;Dan Verssen Games (DVG)
Take Your Daughter to the Slaughter;Card Game;1998;Jordi Castells Amat;18;5.99434;83;2;10;Yggdrasil Jocs S.L.
Star Wars: Attack of the Clones Card Game;Card Game;2002;Reiner Knizia;8;5.81596;94;2;5;Ravensburger Spieleverlag GmbH
Canoe;Abstract Strategy;2003;Bruce Alsip;0;7.58934;61;2;2;Alsip and Co.
Alsace 1945;Wargame;2005;Brian L. Knipple;12;5.78649;74;1;3;Avalanche Press Ltd.
Schildi Schildkröte;Action / Dexterity;2004;Ronald Hofstätter;4;6.47753;97;2;4;HABA - Habermaaß GmbH
Monopoly: 70th Anniversary Edition;Economic;2005;(Uncredited);8;5.41114;166;2;8;Hasbro
Sputnik;Abstract Strategy;2005;Francis Pacherie;7;5.61112;145;2;6;Gigamic
Just Desserts;Card Game;2015;Andrew Looney;8;6.18904;402;2;5;Looney Labs
Paranoia Mandatory Bonus Fun! Card Game;Card Game;2005;Steve Gilbert;10;5.93968;436;3;8;Mongoose Publishing
Marvin Marvel's Marvelous Marble Machine;Maze;2005;Greg Lam;12;6.33879;58;2;6;Pair-of-Dice Games
Secret Tijuana Deathmatch;Card Game;2005;James Ernest;12;5.61199;171;3;6;Cheapass Games
The Nacho Incident;Card Game;2005;Jim Doherty;10;6.02169;234;2;4;Eight Foot Llama
Skyline of the World;City Building;2005;Hans van Tol;8;6.47581;186;2;4;The Game Master BV
Fuzztoons;Card Game;2005;Patrick Frish;0;4.28102;62;1;8;Edge Entertainment
Captain Treasure Boots;Exploration;2005;James Ernest;12;5.67475;99;2;6;Cheapass Games
Dead Money;Card Game;2006;James Ernest;10;5.49348;164;3;6;Cheapass Games
High Stakes Drifter;American West;2005;Matt Forbeck;8;5.53524;105;2;8;WizKids
Race Day;Collectible Components;2005;(Uncredited);10;6.06853;170;2;12;WizKids
Byzantium;Arabian;2005;Martin Wallace;13;6.83314;1125;2;4;Warfrog Games
Havoc: The Hundred Years War;Bluffing;2005;K. C. Humphrey;10;6.7088;738;2;6;Sunriver Games
Fruit Bandits;Bluffing;2005;Ian Vincent;8;5.74804;102;3;5;JKLM Games
Socken zocken;Children's Game;2004;Michael Schacht;4;5.91732;127;2;6;HABA - Habermaaß GmbH
Celtic Quest;Ancient;2005;Nigel Buckle;8;6.1519;79;2;5;JKLM Games
Kings Progress;Medieval;2005;Steve Kingsbury;8;6.43671;79;3;5;JKLM Games
Soccer Tactics World;Dice;2006;Randy Thompson;0;6.10049;326;2;2;Stein-Thompson Games
Igels: Das Kartenspiel;Animals;2005;Mario Coopmann;10;5.13053;206;3;4;Pegasus Spiele
Simpei;Abstract Strategy;2005;Shimpei Takahashi;8;6.04692;65;2;2;Bandai
Plext;Party Game;2005;Chris Handy;10;6.26491;57;2;8;SimplyFun
Mental Floss Game;Party Game;2005;(Uncredited);16;5.27286;70;4;6;Pressman Toy Corp.
A Victory Lost;Wargame;2006;Tetsuya Nakamura;12;7.66472;871;2;2;Multi-Man Publishing
Handy;Action / Dexterity;2005;Chris Handy;8;5.8271;107;3;6;SimplyFun
Freya's Folly;Mythology;2005;Don Bone;10;6.63086;324;3;5;Sagacity Games
Angkor;Territory Building;2005;Knut Happel;8;5.91839;186;2;4;Schmidt Spiele
Helden in der Unterwelt;Adventure;2005;Lutz Stepponat;10;6.44626;115;1;4;Pegasus Spiele
The Great Space Race;Racing;2006;Craig Zipse;10;6.5218;306;3;6;Kenzer and Company
Berserker Halflings from the Dungeon of Dragons;Adventure;2005;Stephen Tassie;12;5.77821;163;2;6;Z-Man Games
Deduce or Die;Card Game;2003;Larry Levy;9;7.2311;182;3;6;(Web published)
City of Heroes CCG;Card Game;2005;Dave Williams (II);9;6.37021;96;2;2;Alderac Entertainment Group (AEG)
Martian Chess;Abstract Strategy;1995;Andrew Looney;8;6.32456;169;2;4;Looney Labs
The Battle of Monmouth;Age of Reason;2008;Richard Kane;8;7.76981;53;2;2;Clash of Arms Games
Robber Knights;Medieval;2005;Rüdiger Dorn;8;6.16219;1169;2;4;Queen Games
London 1888;Horror;2005;Damien Maric;0;5.38085;94;4;8;NekoCorp
Aton;Ancient;2005;Thorsten Gimmler;8;6.90258;2938;2;2;Queen Games
Sushi Express;Card Game;2005;Michael Schacht;8;5.16242;165;3;6;ABACUSSPIELE
Aloha;Territory Building;2005;Corné van Moorsel;10;5.4553;132;2;5;Cwali
Ahoy;Animals;2005;Corné van Moorsel;5;5.99486;146;2;5;Cwali
Warumono 2;Bluffing;2005;(Uncredited);12;6.28095;84;3;4;Grapac Japan
The Lord of the Rings: The Mines of Moria;Fantasy;2005;(Uncredited);12;6.85733;116;2;2;Games Workshop Ltd.
Red Vengeance;Wargame;2005;William Sariego;0;6.32181;94;2;2;Avalanche Press Ltd.
Red God of War: The Soviet Operation Mars, 1942;Wargame;2005;Brian L. Knipple;14;6.36161;56;2;2;Avalanche Press Ltd.
Railroad Dice 2;Dice;2005;Jens Kappe;12;6.40117;185;2;4;Wassertal Spieleverlag
Monmouth;Age of Reason;2007;Mark Miklos;14;7.39857;215;2;2;GMT Games
Dschamál;Action / Dexterity;2005;Thomas Liesching;8;6.16301;144;3;8;Zoch Verlag
FAB: The Bulge;Wargame;2008;Rick Young;12;7.4519;618;2;2;GMT Games
Rotundo;Card Game;2005;Jodi Soares;9;5.56421;95;2;5;Adlung-Spiele
Der Weg nach Drakonia;Adventure;2005;Folker Jung;8;5.48391;87;2;6;Fanpro
Big Kini;Civilization;2005;Guido Eckhof;10;6.38676;286;2;4;Playme.de
Bitter End: Attack to Budapest, 1945;Wargame;2005;Richard Spence;12;7.35922;116;1;2;Compass Games
Advanced Squad Leader: Starter Kit #3;Wargame;2007;Ken Dunn;12;7.99648;820;2;2;Multi-Man Publishing
Name That Tune 80's Edition DVD Game;Movies / TV / Radio theme;2005;(Uncredited);0;4.55455;66;2;4;Imagination Games
All Things Zombie;Fighting;2005;Ed Teixeira;12;7.23562;73;1;2;Two Hour Wargames (THW Game Design)
Second World War at Sea: Bismarck;Nautical;2005;Brian L. Knipple;12;7.11702;94;2;2;Avalanche Press Ltd.
The Campaigns of King David;Ancient;2007;Robert G. Markham;0;6.41458;72;2;5;Clash of Arms Games
Capes & Cowls: The Superhero Board Game;Adventure;2006;Robin Spriggs;9;7.76746;63;2;4;Wyrd House
Corsair Leader;Aviation / Flight;2005;Dan Verssen;12;7.25085;59;1;1;Dan Verssen Games (DVG)
Siam;Abstract Strategy;2005;Didier Dhorbait;8;6.9767;361;2;2;Ferti
Jenga Ultimate;Action / Dexterity;1995;(Uncredited);6;5.845;80;1;1;Milton Bradley
Tara, Seat of Kings;Abstract Strategy;2006;Alan Paull;10;6.28793;164;2;4;Surprised Stare Games Ltd
Take Stock;Card Game;2006;Simon Hunt;10;5.88308;510;2;6;Z-Man Games
Stratego: The Chronicles of Narnia;Abstract Strategy;2005;(Uncredited);8;5.75276;105;2;2;Hasbro
You Must Be an Idiot!;Bluffing;2005;Stephen Glenn;12;5.79046;194;3;6;R&R Games
UNO Junior;Animals;1992;(Uncredited);3;5.77077;130;2;4;Mattel
Waterloo: The Fate of France;Napoleonic;2007;Rob Beyma;12;6.08235;51;2;2;L2 Design Group
Santoska;Card Game;2005;Hans van der Veen;8;6.70536;56;2;6;(Self-Published)
Infinity;Book;2005;Gutier Lusquiños Rodríguez;12;8.097;534;2;2;Corvus Belli
War of the Suns;Wargame;2013;Leonard To;12;7.26569;51;2;4;Multi-Man Publishing
Rocketville;Political;2006;Richard Garfield;10;5.0799;561;3;5;Avalon Hill (Hasbro)
Recess!;Fighting;2006;Morgan Dontanville;8;5.2;96;3;5;Atlas Games
Grand Tribunal;Fantasy;2006;Phil R. Chase;12;5.50341;88;3;5;Atlas Games
The Great Chili Cookoff;Card Game;2006;Dan Baden;8;5.90398;171;2;7;Jolly Roger Games
Graverobbers;Card Game;2006;Carlo A. Rossi;10;5.71063;80;3;6;Jolly Roger Games
Ticket to Ride: Märklin;Trains;2006;Alan R. Moon;8;7.41278;7727;2;5;Days of Wonder
Cover Up;Abstract Strategy;2006;Rudell Design;8;6.0193;71;2;2;Out of the Box Publishing
John Silver;Card Game;2006;Martin Schlegel;10;6.05237;253;2;4;eggertspiele
S.P.Q.RisiKo!;Ancient;2005;Spartaco Albertarelli;12;6.46957;115;3;5;Editrice Giochi
Bohnkick;Card Game;2006;Uwe Rosenberg;8;5.30427;117;2;4;AMIGO Spiel + Freizeit GmbH
Cincinnati;Dice;2006;Reinhard Staupe;10;6.00056;89;3;6;AMIGO Spiel + Freizeit GmbH
Iliad;Ancient;2006;Dominique Ehrhard;10;6.55563;1727;2;6;Asmodee
Big Fish Lil' Fish;Animals;2005;Brady Lang;6;4.45056;89;2;6;MGA Entertainment
Snake Lake;Card Game;2006;Piero Cioni;8;5.462;100;3;6;TENKIGAMES
1914: Twilight in the East;Wargame;2007;Michael Resch;12;7.94295;156;2;6;GMT Games
UNO H2O Splash;Card Game;2005;(Uncredited);7;6.13051;59;2;10;Mattel
Treehouse;Abstract Strategy;2006;Andrew Looney;8;5.83309;779;2;4;Looney Labs
Doktor Schlüsselbart;Children's Game;2006;Jürgen Then;6;6.01639;61;2;5;Zoch Verlag
Lightning Reaction Extreme;Action / Dexterity;2006;(Uncredited);12;5.80317;60;2;4;Jumpin Banana
Baron;Medieval;2006;Franz Gaudois;10;5.21734;104;2;5;Tilsit
Destruct 3;Action / Dexterity;2005;David Schreiber;8;5.11566;76;2;4;Uncle Skunkle Toys
WestFront II;Wargame;2006;Craig Besinque;12;7.85752;153;2;2;Columbia Games
Fischmarkt;Economic;2006;Mario Papini;10;6.2657;86;3;5;Clementoni
Don Peperoni;Bluffing;2006;Volker Cullmann;8;4.84407;59;3;5;Pegasus Spiele
